time,side,spread_pts,atr_pts,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
2025.01.03 06:55,BUY,13,77.21428571429679,42.000000000007276,3.999999999996362,7.000000000016371,-7.999999999992724,-46.00000000000364,-114.00000000003274,15.000000000009095,61.999999999989086,51.99999999999818,54.00000000004184
2025.01.03 08:40,BUY,13,155.49999999999187,36.00000000001273,88.99999999998727,76.00000000002183,-96.99999999997999,-98.00000000000182,71.99999999997999,-138.0000000000109,180.99999999999454,-48.99999999997817,192.99999999998363
2025.01.03 08:45,BUY,13,155.64285714285214,-15.000000000009095,36.00000000001273,88.99999999998727,76.00000000002183,-96.99999999997999,-98.00000000000182,71.99999999997999,-138.0000000000109,180.99999999999454,-48.99999999997817
2025.01.03 08:50,BUY,13,158.0714285714246,63.000000000010914,-15.000000000009095,36.00000000001273,88.99999999998727,76.00000000002183,-96.99999999997999,-98.00000000000182,71.99999999997999,-138.0000000000109,180.99999999999454
2025.01.03 11:00,BUY,13,211.21428571429516,232.00000000001637,-51.99999999999818,332.9999999999927,-269.00000000000546,63.000000000010914,36.00000000001273,-71.00000000000364,-134.00000000001455,107.99999999999272,-103.99999999999636
2025.01.03 11:10,BUY,13,207.5000000000128,89.00000000003274,-158.0000000000382,232.00000000001637,-51.99999999999818,332.9999999999927,-269.00000000000546,63.000000000010914,36.00000000001273,-71.00000000000364,-134.00000000001455
2025.01.03 11:20,BUY,13,209.42857142858085,159.9999999999909,-76.99999999999818,89.00000000003274,-158.0000000000382,232.00000000001637,-51.99999999999818,332.9999999999927,-269.00000000000546,63.000000000010914,36.00000000001273
2025.01.03 11:30,BUY,13,198.0714285714337,59.00000000001455,-149.00000000002365,159.9999999999909,-76.99999999999818,89.00000000003274,-158.0000000000382,232.00000000001637,-51.99999999999818,332.9999999999927,-269.00000000000546
2025.01.03 11:45,BUY,13,189.28571428571604,0.9999999999763531,-92.99999999998363,50.0,59.00000000001455,-149.00000000002365,159.9999999999909,-76.99999999999818,89.00000000003274,-158.0000000000382,232.00000000001637
2025.01.03 11:55,BUY,13,169.92857142856968,0.0,-48.99999999997817,0.9999999999763531,-92.99999999998363,50.0,59.00000000001455,-149.00000000002365,159.9999999999909,-76.99999999999818,89.00000000003274
2025.01.03 12:00,BUY,13,163.14285714285668,198.99999999997817,0.0,-48.99999999997817,0.9999999999763531,-92.99999999998363,50.0,59.00000000001455,-149.00000000002365,159.9999999999909,-76.99999999999818
2025.01.03 12:40,BUY,13,145.500000000001,166.00000000003092,-30.00000000001819,-227.99999999997453,-39.00000000003274,48.00000000000182,-57.999999999992724,70.00000000002728,36.999999999989086,198.99999999997817,0.0
2025.01.03 14:40,BUY,13,117.35714285714344,57.999999999992724,57.999999999992724,21.000000000003638,-165.99999999998545,1.999999999998181,-50.0,-7.000000000016371,-15.000000000009095,45.000000000027285,30.999999999994543
2025.01.03 14:50,BUY,13,121.35714285714631,-122.00000000002547,-17.99999999998363,57.999999999992724,57.999999999992724,21.000000000003638,-165.99999999998545,1.999999999998181,-50.0,-7.000000000016371,-15.000000000009095
2025.01.03 15:10,BUY,13,127.92857142857214,13.999999999987267,166.00000000003092,-163.0000000000109,-36.999999999989086,-122.00000000002547,-17.99999999998363,57.999999999992724,57.999999999992724,21.000000000003638,-165.99999999998545
2025.01.03 15:15,BUY,12,150.21428571428567,-336.9999999999891,13.999999999987267,166.00000000003092,-163.0000000000109,-36.999999999989086,-122.00000000002547,-17.99999999998363,57.999999999992724,57.999999999992724,21.000000000003638
2025.01.03 16:30,BUY,13,296.1428571428624,182.99999999999272,336.9999999999891,-198.00000000000182,59.00000000001455,-109.00000000001455,-85.99999999996726,-62.00000000003456,-141.9999999999618,285.99999999996726,278.00000000002
2025.01.03 18:00,BUY,13,272.28571428572826,294.00000000000546,-46.00000000000364,-79.99999999997272,3.999999999996362,-84.00000000001455,136.9999999999891,217.00000000000728,-19.000000000005457,81.00000000004002,-408.0000000000382
2025.01.03 18:10,BUY,13,258.142857142871,-180.99999999999454,-140.0000000000091,294.00000000000546,-46.00000000000364,-79.99999999997272,3.999999999996362,-84.00000000001455,136.9999999999891,217.00000000000728,-19.000000000005457
2025.01.03 19:45,BUY,12,147.14285714285816,86.99999999998909,109.9999999999909,-104.99999999997272,-93.0000000000291,64.00000000003274,-91.00000000003092,74.00000000002365,-115.99999999998545,159.9999999999909,94.00000000000546
2025.01.03 19:55,BUY,13,133.71428571429243,30.999999999994543,-25.0,86.99999999998909,109.9999999999909,-104.99999999997272,-93.0000000000291,64.00000000003274,-91.00000000003092,74.00000000002365,-115.99999999998545
2025.01.03 20:00,BUY,13,135.57142857143685,-65.99999999998545,30.999999999994543,-25.0,86.99999999998909,109.9999999999909,-104.99999999997272,-93.0000000000291,64.00000000003274,-91.00000000003092,74.00000000002365
2025.01.03 20:05,BUY,13,137.64285714286518,52.999999999974534,-65.99999999998545,30.999999999994543,-25.0,86.99999999998909,109.9999999999909,-104.99999999997272,-93.0000000000291,64.00000000003274,-91.00000000003092
2025.01.03 20:30,BUY,13,131.14285714286297,23.999999999978172,78.00000000002001,-39.00000000003274,50.0,-137.99999999996544,52.999999999974534,-65.99999999998545,30.999999999994543,-25.0,86.99999999998909
2025.01.03 20:45,BUY,13,120.78571428571816,-3.999999999996362,-46.99999999997999,46.00000000000364,23.999999999978172,78.00000000002001,-39.00000000003274,50.0,-137.99999999996544,52.999999999974534,-65.99999999998545
2025.01.03 20:50,BUY,14,114.85714285715049,-17.000000000007276,-3.999999999996362,-46.99999999997999,46.00000000000364,23.999999999978172,78.00000000002001,-39.00000000003274,50.0,-137.99999999996544,52.999999999974534
2025.01.03 20:55,BUY,13,111.85714285715322,63.99999999998727,-17.000000000007276,-3.999999999996362,-46.99999999997999,46.00000000000364,23.999999999978172,78.00000000002001,-39.00000000003274,50.0,-137.99999999996544
2025.01.03 21:35,BUY,13,89.85714285714722,23.999999999978172,-2.999999999974534,32.999999999992724,-82.99999999999272,-11.999999999989086,-88.00000000001091,121.00000000000364,-30.999999999994543,63.99999999998727,-17.000000000007276
2025.01.03 23:40,BUY,13,99.14285714286608,250.99999999997635,19.99999999998181,-32.999999999992724,51.00000000002183,-7.999999999992724,-26.99999999999818,-80.00000000001819,-17.99999999998363,21.99999999997999,53.00000000002001
2025.01.06 02:45,BUY,13,102.28571428572033,176.99999999999818,9.999999999990905,-41.9999999999618,9.999999999990905,23.999999999978172,17.000000000007276,-23.999999999978172,-149.00000000002365,-21.000000000003638,-9.000000000014552
2025.01.06 03:55,BUY,6,181.85714285714147,-37.99999999996544,-140.0000000000091,-34.999999999990905,-3.999999999996362,-110.00000000003638,-98.99999999997817,-5.00000000001819,-61.999999999989086,163.99999999998727,238.0000000000109
2025.01.06 04:05,BUY,13,191.99999999999912,163.0000000000109,16.9999999999618,-37.99999999996544,-140.0000000000091,-34.999999999990905,-3.999999999996362,-110.00000000003638,-98.99999999997817,-5.00000000001819,-61.999999999989086
2025.01.07 13:20,BUY,13,137.92857142857582,66.00000000003092,-150.0,-157.00000000001637,105.99999999999454,153.99999999999636,42.000000000007276,-1.999999999998181,-38.000000000010914,-64.99999999996362,110.99999999996726
2025.01.07 18:15,BUY,15,340.07142857143424,490.0000000000091,-71.99999999997999,9.999999999990905,128.99999999999636,-73.99999999997817,-90.0000000000091,190.0000000000091,175.0,-513.0000000000109,-39.00000000003274
2025.01.07 18:30,BUY,10,314.21428571429215,-1.999999999998181,-142.00000000000728,-126.00000000002183,490.0000000000091,-71.99999999997999,9.999999999990905,128.99999999999636,-73.99999999997817,-90.0000000000091,190.0000000000091
2025.01.07 18:35,BUY,13,318.0714285714315,311.9999999999891,-1.999999999998181,-142.00000000000728,-126.00000000002183,490.0000000000091,-71.99999999997999,9.999999999990905,128.99999999999636,-73.99999999997817,-90.0000000000091
2025.01.07 19:00,BUY,17,256.0714285714294,89.00000000003274,-64.00000000003274,-183.99999999996908,4.999999999972715,37.00000000003456,311.9999999999891,-1.999999999998181,-142.00000000000728,-126.00000000002183,490.0000000000091
2025.01.07 19:55,BUY,5,184.85714285715164,13.000000000010914,142.00000000000728,-48.00000000000182,-80.99999999999454,-142.99999999998363,-126.00000000002183,153.00000000002,-139.00000000003274,193.0000000000291,0.9999999999763531
2025.01.07 20:00,BUY,14,181.71428571429735,-190.0000000000091,13.000000000010914,142.00000000000728,-48.00000000000182,-80.99999999999454,-142.99999999998363,-126.00000000002183,153.00000000002,-139.00000000003274,193.0000000000291
2025.01.07 20:15,BUY,18,184.785714285728,163.0000000000109,-0.9999999999763531,0.9999999999763531,-190.0000000000091,13.000000000010914,142.00000000000728,-48.00000000000182,-80.99999999999454,-142.99999999998363,-126.00000000002183
2025.01.07 20:25,BUY,16,179.50000000001202,0.0,-130.0000000000182,163.0000000000109,-0.9999999999763531,0.9999999999763531,-190.0000000000091,13.000000000010914,142.00000000000728,-48.00000000000182,-80.99999999999454
2025.01.07 21:40,BUY,11,132.7142857142932,147.99999999995634,23.00000000000182,36.00000000001273,38.000000000010914,-88.99999999998727,-101.00000000002183,5.999999999994543,9.999999999990905,-0.9999999999763531,155.0000000000182
2025.01.07 22:10,BUY,15,121.64285714286007,78.99999999999636,7.000000000016371,-117.00000000000728,1.0000000000218279,-19.000000000005457,-17.99999999998363,147.99999999995634,23.00000000000182,36.00000000001273,38.000000000010914
2025.01.07 22:15,BUY,16,123.42857142857761,-43.000000000029104,78.99999999999636,7.000000000016371,-117.00000000000728,1.0000000000218279,-19.000000000005457,-17.99999999998363,147.99999999995634,23.00000000000182,36.00000000001273
2025.01.07 22:45,BUY,15,120.71428571429112,113.00000000001091,-21.99999999997999,-5.999999999994543,-32.999999999992724,17.99999999998363,-57.999999999992724,-43.000000000029104,78.99999999999636,7.000000000016371,-117.00000000000728
2025.01.08 01:10,BUY,15,83.07142857144385,150.0,-85.00000000003638,13.000000000010914,53.99999999999636,-181.9999999999709,16.9999999999618,-1.999999999998181,-48.99999999997817,17.000000000007276,0.0
2025.01.08 01:30,BUY,16,95.28571428572333,86.99999999998909,25.0,-16.9999999999618,-50.0,150.0,-85.00000000003638,13.000000000010914,53.99999999999636,-181.9999999999709,16.9999999999618
2025.01.08 03:40,BUY,15,121.57142857144296,47.000000000025466,-13.000000000010914,24.000000000023647,27.999999999974534,-23.00000000000182,-71.00000000000364,-34.999999999990905,36.00000000001273,-169.00000000000546,-21.000000000003638
2025.01.08 04:40,BUY,15,121.57142857143317,167.99999999998363,41.00000000003092,-94.00000000000546,-21.000000000003638,-28.00000000002001,-60.99999999996726,66.9999999999618,-25.0,-68.99999999995998,57.999999999992724
2025.01.08 05:05,BUY,15,112.57142857143158,-5.999999999994543,-57.999999999992724,-91.00000000003092,80.00000000001819,53.99999999999636,167.99999999998363,41.00000000003092,-94.00000000000546,-21.000000000003638,-28.00000000002001
2025.01.08 06:05,BUY,15,88.3571428571533,45.000000000027285,42.99999999998363,-11.999999999989086,0.9999999999763531,40.000000000009095,1.999999999998181,-28.999999999996362,-5.00000000001819,-83.99999999996908,-3.000000000020009
2025.01.08 06:25,BUY,15,80.64285714286487,42.99999999998363,-23.999999999978172,-73.00000000000182,32.999999999992724,45.000000000027285,42.99999999998363,-11.999999999989086,0.9999999999763531,40.000000000009095,1.999999999998181
2025.01.08 07:00,BUY,15,76.57142857143512,-7.999999999992724,128.99999999999636,-53.99999999999636,23.00000000000182,-76.00000000002183,-50.0,-19.99999999998181,42.99999999998363,-23.999999999978172,-73.00000000000182
2025.01.08 07:05,BUY,15,77.57142857143421,15.000000000009095,-7.999999999992724,128.99999999999636,-53.99999999999636,23.00000000000182,-76.00000000002183,-50.0,-19.99999999998181,42.99999999998363,-23.999999999978172
2025.01.08 09:45,BUY,15,102.57142857143096,13.000000000010914,-128.00000000002,-4.999999999972715,15.000000000009095,-9.000000000014552,1.999999999998181,-73.00000000000182,13.000000000010914,128.99999999999636,32.999999999992724
2025.01.08 09:50,BUY,15,100.28571428571225,-11.999999999989086,13.000000000010914,-128.00000000002,-4.999999999972715,15.000000000009095,-9.000000000014552,1.999999999998181,-73.00000000000182,13.000000000010914,128.99999999999636
2025.01.08 09:55,BUY,15,100.57142857142627,80.99999999999454,-11.999999999989086,13.000000000010914,-128.00000000002,-4.999999999972715,15.000000000009095,-9.000000000014552,1.999999999998181,-73.00000000000182,13.000000000010914
2025.01.08 10:15,BUY,15,109.71428571428156,60.00000000003638,44.00000000000546,-66.00000000003092,-123.00000000000182,80.99999999999454,-11.999999999989086,13.000000000010914,-128.00000000002,-4.999999999972715,15.000000000009095
2025.01.08 10:20,BUY,15,112.71428571428208,-44.00000000000546,60.00000000003638,44.00000000000546,-66.00000000003092,-123.00000000000182,80.99999999999454,-11.999999999989086,13.000000000010914,-128.00000000002,-4.999999999972715
2025.01.08 10:30,BUY,15,128.07142857142884,98.00000000000182,-91.00000000003092,-44.00000000000546,60.00000000003638,44.00000000000546,-66.00000000003092,-123.00000000000182,80.99999999999454,-11.999999999989086,13.000000000010914
2025.01.08 10:35,BUY,12,139.28571428571573,186.00000000001273,98.00000000000182,-91.00000000003092,-44.00000000000546,60.00000000003638,44.00000000000546,-66.00000000003092,-123.00000000000182,80.99999999999454,-11.999999999989086
2025.01.08 10:50,BUY,15,141.21428571429027,-36.999999999989086,-149.00000000002365,-44.99999999998181,186.00000000001273,98.00000000000182,-91.00000000003092,-44.00000000000546,60.00000000003638,44.00000000000546,-66.00000000003092
2025.01.08 10:55,BUY,14,145.71428571429104,100.0,-36.999999999989086,-149.00000000002365,-44.99999999998181,186.00000000001273,98.00000000000182,-91.00000000003092,-44.00000000000546,60.00000000003638,44.00000000000546
2025.01.08 11:50,BUY,15,122.92857142857636,68.0000000000291,-143.0000000000291,53.99999999999636,-38.99999999998727,28.999999999996362,41.00000000003092,-3.000000000020009,-32.999999999992724,23.999999999978172,70.00000000002728
2025.01.08 12:10,BUY,15,118.50000000000244,55.99999999999454,-56.999999999970896,-1.999999999998181,14.99999999996362,68.0000000000291,-143.0000000000291,53.99999999999636,-38.99999999998727,28.999999999996362,41.00000000003092
2025.01.08 12:55,BUY,15,107.00000000001452,-25.999999999976353,-49.00000000002365,-76.99999999999818,30.999999999994543,-23.00000000000182,15.000000000009095,67.99999999998363,53.00000000002001,-21.000000000003638,55.99999999999454
2025.01.08 14:35,BUY,14,172.9285714285796,175.99999999997635,122.00000000002547,109.9999999999909,-105.00000000001819,-219.9999999999818,-88.99999999998727,73.00000000000182,-65.0000000000091,67.00000000000728,41.9999999999618
2025.01.08 18:10,BUY,14,223.78571428571513,81.9999999999709,-136.00000000001273,-61.999999999989086,128.00000000002,-123.00000000000182,-55.00000000001819,-21.000000000003638,50.0,188.0000000000109,49.00000000002365
2025.01.08 21:05,BUY,14,248.35714285715383,421.99999999998,112.00000000003456,36.999999999989086,-172.00000000002547,-294.9999999999818,-23.00000000000182,76.99999999999818,34.00000000001455,54.999999999972715,107.00000000001637
2025.01.08 21:15,BUY,14,244.85714285715537,335.0000000000364,-155.0000000000182,421.99999999998,112.00000000003456,36.999999999989086,-172.00000000002547,-294.9999999999818,-23.00000000000182,76.99999999999818,34.00000000001455
2025.01.08 21:40,BUY,14,210.64285714286663,41.00000000003092,-140.0000000000091,-173.00000000000182,-11.999999999989086,37.99999999996544,335.0000000000364,-155.0000000000182,421.99999999998,112.00000000003456,36.999999999989086
2025.01.08 21:45,BUY,14,208.14285714286726,46.99999999997999,41.00000000003092,-140.0000000000091,-173.00000000000182,-11.999999999989086,37.99999999996544,335.0000000000364,-155.0000000000182,421.99999999998,112.00000000003456
2025.01.08 21:55,BUY,15,199.0714285714356,75.0,-29.999999999972715,46.99999999997999,41.00000000003092,-140.0000000000091,-173.00000000000182,-11.999999999989086,37.99999999996544,335.0000000000364,-155.0000000000182
2025.01.08 23:55,BUY,11,126.07142857144346,-7.999999999992724,-53.99999999999636,-28.00000000002001,37.00000000003456,-1.999999999998181,-148.00000000000182,-1.0000000000218279,13.000000000010914,33.99999999996908,-48.99999999997817
2025.01.09 01:00,BUY,36,120.14285714287256,67.99999999998363,-7.999999999992724,-53.99999999999636,-28.00000000002001,37.00000000003456,-1.999999999998181,-148.00000000000182,-1.0000000000218279,13.000000000010914,33.99999999996908
2025.01.09 02:50,BUY,14,86.71428571429254,5.999999999994543,36.999999999989086,10.00000000003638,27.999999999974534,-8.999999999969077,-69.00000000000546,-20.000000000027285,32.00000000001637,-109.00000000001455,-13.000000000010914
2025.01.09 03:00,BUY,14,96.35714285715228,13.000000000010914,-73.00000000000182,5.999999999994543,36.999999999989086,10.00000000003638,27.999999999974534,-8.999999999969077,-69.00000000000546,-20.000000000027285,32.00000000001637
2025.01.09 03:35,BUY,14,120.42857142857032,16.000000000030923,129.99999999997272,-69.00000000000546,-79.99999999997272,107.00000000001637,-53.00000000002001,-132.00000000001637,13.000000000010914,-73.00000000000182,5.999999999994543
2025.01.09 03:40,BUY,14,121.71428571428343,-15.000000000009095,16.000000000030923,129.99999999997272,-69.00000000000546,-79.99999999997272,107.00000000001637,-53.00000000002001,-132.00000000001637,13.000000000010914,-73.00000000000182
2025.01.09 03:45,BUY,14,131.71428571428086,101.99999999999818,-15.000000000009095,16.000000000030923,129.99999999997272,-69.00000000000546,-79.99999999997272,107.00000000001637,-53.00000000002001,-132.00000000001637,13.000000000010914
2025.01.09 04:00,BUY,14,148.9999999999924,17.99999999998363,-125.99999999997635,-28.00000000002001,101.99999999999818,-15.000000000009095,16.000000000030923,129.99999999997272,-69.00000000000546,-79.99999999997272,107.00000000001637
2025.01.09 04:55,BUY,14,120.42857142857682,83.99999999996908,71.00000000000364,-38.000000000010914,7.000000000016371,50.0,9.000000000014552,-28.999999999996362,-3.000000000020009,-71.00000000000364,-61.999999999989086
2025.01.09 06:00,BUY,14,109.50000000000396,-77.99999999997453,-63.000000000010914,-63.99999999998727,-92.00000000000728,-26.99999999999818,106.9999999999709,82.00000000001637,-13.999999999987267,46.00000000000364,-86.00000000001273
2025.01.09 06:55,BUY,15,104.85714285714289,177.99999999997453,55.00000000001819,50.0,17.000000000007276,-32.00000000001637,-55.00000000001819,-50.99999999997635,-50.0,-101.00000000002183,51.00000000002183
2025.01.09 07:40,BUY,14,116.99999999999875,-19.99999999998181,-63.000000000010914,3.000000000020009,-11.000000000012733,-46.00000000000364,-0.9999999999763531,-116.00000000003092,81.00000000004002,105.99999999999454,177.99999999997453
2025.01.09 07:45,BUY,14,121.2142857142855,108.99999999996908,-19.99999999998181,-63.000000000010914,3.000000000020009,-11.000000000012733,-46.00000000000364,-0.9999999999763531,-116.00000000003092,81.00000000004002,105.99999999999454
2025.01.09 08:00,BUY,14,125.14285714286149,46.00000000000364,-100.0,-7.999999999992724,108.99999999996908,-19.99999999998181,-63.000000000010914,3.000000000020009,-11.000000000012733,-46.00000000000364,-0.9999999999763531
2025.01.09 08:05,BUY,14,116.42857142857395,13.999999999987267,46.00000000000364,-100.0,-7.999999999992724,108.99999999996908,-19.99999999998181,-63.000000000010914,3.000000000020009,-11.000000000012733,-46.00000000000364
2025.01.09 10:15,BUY,12,151.42857142857136,117.99999999998363,-5.00000000001819,103.99999999999636,-166.9999999999618,-148.00000000000182,-23.00000000000182,-71.00000000000364,-76.99999999999818,113.99999999998727,-86.99999999998909
2025.01.09 10:20,BUY,12,157.00000000000136,125.0,117.99999999998363,-5.00000000001819,103.99999999999636,-166.9999999999618,-148.00000000000182,-23.00000000000182,-71.00000000000364,-76.99999999999818,113.99999999998727
2025.01.09 10:45,BUY,14,216.14285714285666,350.0,-187.99999999996544,-217.00000000000728,159.9999999999909,57.00000000001637,125.0,117.99999999998363,-5.00000000001819,103.99999999999636,-166.9999999999618
2025.01.09 11:05,BUY,14,217.3571428571429,-100.0,-62.00000000003456,-92.99999999998363,-61.00000000001273,350.0,-187.99999999996544,-217.00000000000728,159.9999999999909,57.00000000001637,125.0
2025.01.09 11:15,BUY,14,210.21428571428902,129.00000000004184,55.99999999999454,-100.0,-62.00000000003456,-92.99999999998363,-61.00000000001273,350.0,-187.99999999996544,-217.00000000000728,159.9999999999909
2025.01.09 11:25,BUY,15,214.85714285714357,82.99999999999272,-162.00000000003456,129.00000000004184,55.99999999999454,-100.0,-62.00000000003456,-92.99999999998363,-61.00000000001273,350.0,-187.99999999996544
2025.01.09 11:30,BUY,15,206.35714285714317,33.0000000000382,82.99999999999272,-162.00000000003456,129.00000000004184,55.99999999999454,-100.0,-62.00000000003456,-92.99999999998363,-61.00000000001273,350.0
2025.01.09 11:40,BUY,8,212.71428571428834,212.00000000003456,-35.00000000003638,33.0000000000382,82.99999999999272,-162.00000000003456,129.00000000004184,55.99999999999454,-100.0,-62.00000000003456,-92.99999999998363
2025.01.09 16:30,BUY,21,252.8571428571447,261.9999999999891,-100.0,-128.99999999999636,-80.99999999999454,-11.000000000012733,201.99999999999818,-198.99999999997817,-211.00000000001273,-80.00000000001819,-171.00000000000364
2025.01.09 16:35,BUY,35,257.78571428571325,201.99999999999818,261.9999999999891,-100.0,-128.99999999999636,-80.99999999999454,-11.000000000012733,201.99999999999818,-198.99999999997817,-211.00000000001273,-80.00000000001819
2025.01.09 17:00,BUY,11,259.0000000000028,246.99999999998,-271.00000000000364,38.000000000010914,100.99999999997635,-31.999999999970896,201.99999999999818,261.9999999999891,-100.0,-128.99999999999636,-80.99999999999454
2025.01.09 17:10,BUY,14,267.21428571428913,126.00000000002183,-307.9999999999927,246.99999999998,-271.00000000000364,38.000000000010914,100.99999999997635,-31.999999999970896,201.99999999999818,261.9999999999891,-100.0
2025.01.09 17:15,BUY,14,259.57142857143083,-111.00000000001273,126.00000000002183,-307.9999999999927,246.99999999998,-271.00000000000364,38.000000000010914,100.99999999997635,-31.999999999970896,201.99999999999818,261.9999999999891
2025.01.09 17:30,BUY,14,267.2857142857193,194.00000000000546,-38.99999999998727,38.99999999998727,-111.00000000001273,126.00000000002183,-307.9999999999927,246.99999999998,-271.00000000000364,38.000000000010914,100.99999999997635
2025.01.09 19:45,BUY,24,205.85714285714855,359.9999999999909,-92.99999999998363,-30.00000000001819,-96.00000000000364,-153.99999999999636,59.00000000001455,9.999999999990905,61.999999999989086,-84.9999999999909,-159.9999999999909
